scouting_id,ally_top,ally_jungle,ally_mid,ally_adc,ally_support,enemy_top,enemy_jungle,enemy_mid,enemy_adc,enemy_support,texto_entrada_nlp,strategy_label,main_phase,objective_focus,risk_level,execution_difficulty,dataset_version
3468,Annie,Lulu,Leona,Ezreal,Kalista,TwistedFate,Lissandra,Illaoi,Maokai,Sion,"La composición necesita esperar cooldowns importantes y buscar una pelea agrupada donde varias habilidades impacten al mismo tiempo. En la práctica, Annie y Ezreal necesitan que Lulu controle los primeros movimientos contra TwistedFate y Sion. La prioridad debería girar alrededor de peleas agrupadas por dragón o barón.",wombo combo,mid,peleas agrupadas por dragón o barón,bajo,Depende de cooldowns definitivos.,V3_implicit_contextual
3469,Kled,Milio,Ornn,Vayne,Poppy,Morgana,Yasuo,Evelynn,LeBlanc,Elise,"La composición aliada se beneficia cuando, con Kled, Milio y Ornn frente a Morgana, Yasuo y Evelynn, La condición de victoria depende de que el carry llegue con objetos y pueda pegar sin recibir acceso directo del rival. El foco debe estar en peleas tardías con el carry protegido, cuidando zona de dragón.",protect hypercarry,late,peleas tardías con el carry protegido,bajo,Vulnerable a dive y pick comp.,V3_implicit_contextual
3470,Diana,Taliyah,Zoe,Fiddlesticks,Malphite,Aphelios,Zyra,Malzahar,Kennen,Xayah,"El punto clave será que, con Diana, Taliyah y Zoe frente a Aphelios, Zyra y Malzahar, La composición gana si controla espacio con rango, limpia oleadas rápido y evita peleas cerradas sin ventaja previa. El foco debe estar en torres y zonas neutrales, cuidando prioridad de oleadas.",poke composition,mid,torres y zonas neutrales,bajo,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
3471,Rammus,Caitlyn,Veigar,Sylas,Akshan,Jinx,Yasuo,JarvanIV,Orianna,Ambessa,"La composición tiene herramientas para pelear temprano, buscar escaramuzas en río y convertir prioridad de líneas en oro. En la práctica, Rammus y Sylas necesitan que Caitlyn controle los primeros movimientos contra Jinx y Ambessa. La prioridad debería girar alrededor de primer heraldo, placas y presión de río.",agresivo early,early,"primer heraldo, placas y presión de río",medio,No extender partida sin ventaja.,V3_implicit_contextual
3472,KSante,Jhin,Aphelios,Blitzcrank,Senna,Nautilus,Zoe,Teemo,Rammus,Ekko,"El draft aliado mezcla pelea ordenada, lane pressure y hypercarry, mientras el rival amenaza con engage y roaming tempo. La composición tiene varias formas de entrar sobre la retaguardia rival y eliminar al tirador antes de que pueda pegar libremente. La ejecución depende de amenaza sobre carries.",dive composition,early-mid,torres exteriores y castigo sobre carries,medio,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
3473,Jinx,Karma,Skarner,Olaf,Sejuani,Morgana,Riven,Aurora,Azir,Lux,"En este escenario, con Jinx, Karma y Skarner frente a Morgana, Riven y Aurora, La partida debe abrirse por los costados, no por peleas frontales sin preparación. El foco debe estar en torres laterales y presión cruzada, cuidando río sin visión.",splitpush táctico,mid-late,torres laterales y presión cruzada,medio,Requiere visión lateral y TP disponible.,V3_implicit_contextual
3474,Yorick,Annie,Veigar,Fiora,Nidalee,Caitlyn,Heimerdinger,Taliyah,Naafiri,Brand,"No conviene gastar definitivas por separado; el valor real está en sincronizar iniciación y daño sobre varios objetivos. En la práctica, Yorick y Fiora necesitan que Annie controle los primeros movimientos contra Caitlyn y Brand. La prioridad debería girar alrededor de peleas agrupadas por dragón o barón.",wombo combo,mid,peleas agrupadas por dragón o barón,medio,Depende de cooldowns definitivos.,V3_implicit_contextual
3475,Nami,Taliyah,Galio,Hecarim,Fiddlesticks,Ryze,Morgana,Skarner,Zed,Zeri,"La lectura inicial indica que, con Nami, Taliyah y Galio frente a Ryze, Morgana y Skarner, El equipo debe desgastar desde distancia antes de iniciar, obligando al rival a entrar con poca vida a las zonas neutrales. El foco debe estar en torres y zonas neutrales, cuidando ventanas de tempo.",poke composition,mid,torres y zonas neutrales,alto,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
3476,Skarner,KhaZix,Poppy,Vex,Leona,Briar,Varus,Katarina,LeeSin,Nami,"El draft tiene sentido si todos compran tiempo, bloquean amenazas y permiten que el carry sostenga el daño. En la práctica, Skarner y Vex necesitan que KhaZix controle los primeros movimientos contra Briar y Nami. La prioridad debería girar alrededor de peleas tardías con el carry protegido.",protect hypercarry,late,peleas tardías con el carry protegido,medio,Vulnerable a dive y pick comp.,V3_implicit_contextual
3477,Jayce,Nocturne,Pyke,Blitzcrank,MissFortune,Twitch,Mel,Sona,Ezreal,Viego,"El mapa debe jugarse alrededor de temporizadores, visión y rotaciones coordinadas hacia los puntos importantes. En la práctica, Jayce y Blitzcrank necesitan que Nocturne controle los primeros movimientos contra Twitch y Viego. La prioridad debería girar alrededor de dragones, heraldo y visión previa.",jugar a objetivos,mid,"dragones, heraldo y visión previa",medio,Necesita prioridad previa de líneas.,V3_implicit_contextual
3478,Trundle,Aurora,BelVeth,Jayce,Teemo,Neeko,KhaZix,Briar,Seraphine,Mordekaiser,"El draft aliado mezcla pelea ordenada, roaming tempo y engage, mientras el rival amenaza con roaming tempo y early gank. La composición tiene varias formas de entrar sobre la retaguardia rival y eliminar al tirador antes de que pueda pegar libremente. La ejecución depende de frontline disponible.",dive composition,early-mid,torres exteriores y castigo sobre carries,bajo,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
3479,Twitch,Zoe,Rakan,Yuumi,Volibear,Tristana,AurelionSol,Kayn,Shen,Cassiopeia,"La condición de victoria depende de que el carry llegue con objetos y pueda pegar sin recibir acceso directo del rival. En la práctica, Twitch y Yuumi necesitan que Zoe controle los primeros movimientos contra Tristana y Cassiopeia. La prioridad debería girar alrededor de peleas tardías con el carry protegido.",protect hypercarry,late,peleas tardías con el carry protegido,bajo,Vulnerable a dive y pick comp.,V3_implicit_contextual
3480,Leona,Corki,Neeko,Morgana,Naafiri,Seraphine,Volibear,Olaf,Maokai,Shen,"El draft aliado mezcla disengage, poke y roaming tempo, mientras el rival amenaza con peel y engage. El plan requiere coordinar entradas rápidas, cerrar distancia y castigar carries inmóviles cuando gasten destellos. La ejecución depende de rotaciones limpias.",dive composition,early-mid,torres exteriores y castigo sobre carries,bajo,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
3481,Vladimir,Ornn,Nautilus,Heimerdinger,Samira,Yuumi,Katarina,TahmKench,Lucian,Twitch,"La composición aliada se beneficia cuando, con Vladimir, Ornn y Nautilus frente a Yuumi, Katarina y TahmKench, El valor del draft aumenta con niveles y oro, por lo que conviene ceder presión menor si eso asegura una transición limpia. El foco debe estar en barón, alma o pelea tardía, cuidando posición del tirador.",escalar late,late,"barón, alma o pelea tardía",bajo,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
3482,VelKoz,Aatrox,Irelia,Neeko,Briar,Karma,Lucian,Lillia,Quinn,XinZhao,"La composición aliada se beneficia cuando, con VelKoz, Aatrox y Irelia frente a Karma, Lucian y Lillia, La presión debe dividir al rival, forzarlo a elegir entre defender torres laterales o contestar objetivos mayores. El foco debe estar en torres laterales y presión cruzada, cuidando amenaza sobre carries.",splitpush táctico,mid-late,torres laterales y presión cruzada,alto,Requiere visión lateral y TP disponible.,V3_implicit_contextual
3483,Kayle,Rammus,Graves,Amumu,Evelynn,Yone,Syndra,Lux,Zed,Akshan,"El equipo puede ganar si una línea lateral exige respuesta constante mientras los demás evitan peleas directas. En la práctica, Kayle y Amumu necesitan que Rammus controle los primeros movimientos contra Yone y Akshan. La prioridad debería girar alrededor de torres laterales y presión cruzada.",splitpush táctico,mid-late,torres laterales y presión cruzada,alto,Requiere visión lateral y TP disponible.,V3_implicit_contextual
3484,Evelynn,Aphelios,Singed,Rammus,Galio,Kayn,Viego,AurelionSol,Nidalee,Lulu,"El plan requiere coordinar entradas rápidas, cerrar distancia y castigar carries inmóviles cuando gasten destellos. En la práctica, Evelynn y Rammus necesitan que Aphelios controle los primeros movimientos contra Kayn y Lulu. La prioridad debería girar alrededor de torres exteriores y castigo sobre carries.",dive composition,early-mid,torres exteriores y castigo sobre carries,alto,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
3485,Zeri,Sivir,Diana,Yasuo,Ekko,Alistar,Shyvana,Graves,Jinx,Maokai,"Por la forma del draft, con Zeri, Sivir y Diana frente a Alistar, Shyvana y Graves, La composición necesita paciencia, evitar peleas innecesarias y llegar con suficientes objetos a los minutos decisivos. El foco debe estar en barón, alma o pelea tardía, cuidando posición del tirador.",escalar late,late,"barón, alma o pelea tardía",bajo,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
3486,Rumble,Hecarim,Twitch,Amumu,KhaZix,Viego,Gwen,Darius,JarvanIV,Talon,"El draft aliado mezcla splitpush, objective control y hypercarry, mientras el rival amenaza con early gank y pelea ordenada. La prioridad está en visión profunda, control de arbustos y castigar enemigos separados del grupo. La ejecución depende de control de cooldowns.",pick composition,mid,visión oscura antes de Nashor,medio,Requiere visión profunda.,V3_implicit_contextual
3487,Singed,RekSai,Syndra,Lissandra,Skarner,KaiSa,Zyra,Evelynn,Fiora,Varus,"El draft aliado mezcla side lane pressure, engage y roaming tempo, mientras el rival amenaza con pelea ordenada y utility. La condición de victoria depende de que el carry llegue con objetos y pueda pegar sin recibir acceso directo del rival. La ejecución depende de frontline disponible.",protect hypercarry,late,peleas tardías con el carry protegido,medio,Vulnerable a dive y pick comp.,V3_implicit_contextual
3488,Warwick,Zyra,Ezreal,Sejuani,Kayn,Smolder,Kalista,Milio,Kled,Taric,"El equipo puede ganar moviendo mejor las oleadas, presionando laterales y forzando al rival a responder en zonas opuestas. En la práctica, Warwick y Sejuani necesitan que Zyra controle los primeros movimientos contra Smolder y Taric. La prioridad debería girar alrededor de oleadas laterales y estructuras.",macro composition,mid-late,oleadas laterales y estructuras,alto,Menos directa en peleas 5v5.,V3_implicit_contextual
3489,Mel,Sona,Ashe,Nunu,Blitzcrank,RekSai,Viego,ChoGath,Diana,Galio,"En este escenario, con Mel, Sona y Ashe frente a RekSai, Viego y ChoGath, La composición necesita moverse primero, ganar prioridad de oleadas y llegar antes a las jugadas del mapa. El foco debe estar en heraldo, dives y rotaciones tempranas, cuidando presión de mapa.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",alto,Pierde fuerza si no convierte presión.,V3_implicit_contextual
3490,Jhin,Nidalee,LeeSin,Rumble,Pyke,Azir,Urgot,Heimerdinger,Ivern,Ashe,"El punto clave será que, con Jhin, Nidalee y LeeSin frente a Azir, Urgot y Heimerdinger, La condición de victoria aparece antes del minuto quince, especialmente si la jungla conecta con líneas fuertes. El foco debe estar en primer heraldo, placas y presión de río, cuidando rotaciones limpias.",agresivo early,early,"primer heraldo, placas y presión de río",alto,No extender partida sin ventaja.,V3_implicit_contextual
3491,Yone,Ryze,MasterYi,Ziggs,Kennen,Alistar,Riven,Singed,Trundle,Zoe,"No conviene gastar definitivas por separado; el valor real está en sincronizar iniciación y daño sobre varios objetivos. En la práctica, Yone y Ziggs necesitan que Ryze controle los primeros movimientos contra Alistar y Zoe. La prioridad debería girar alrededor de peleas agrupadas por dragón o barón.",wombo combo,mid,peleas agrupadas por dragón o barón,medio,Depende de cooldowns definitivos.,V3_implicit_contextual
3492,Rakan,Poppy,Renekton,Yuumi,Seraphine,Senna,Kennen,Kassadin,Xayah,Ryze,"Por la forma del draft, con Rakan, Poppy y Renekton frente a Senna, Kennen y Kassadin, La composición tiene herramientas para pelear temprano, buscar escaramuzas en río y convertir prioridad de líneas en oro. El foco debe estar en primer heraldo, placas y presión de río, cuidando control de cooldowns.",agresivo early,early,"primer heraldo, placas y presión de río",medio,No extender partida sin ventaja.,V3_implicit_contextual
3493,Kalista,MasterYi,Vayne,Brand,Kennen,Fizz,Briar,Malphite,Gragas,Renekton,"El draft aliado mezcla scaling, early gank y bruiser dive, mientras el rival amenaza con roaming tempo y tempo. La composición rinde mejor en peleas ordenadas, con tanques al frente y daño sostenido desde la parte posterior. La ejecución depende de control de cooldowns.",front-to-back,mid-late,dragón o Nashor con formación estable,bajo,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
3494,Darius,Galio,Udyr,Lulu,Olaf,Katarina,Jax,Zoe,Poppy,Azir,"El equipo debe llegar antes a dragón o heraldo, colocar visión profunda y usar prioridad de líneas para controlar entradas. En la práctica, Darius y Lulu necesitan que Galio controle los primeros movimientos contra Katarina y Azir. La prioridad debería girar alrededor de dragones, heraldo y visión previa.",jugar a objetivos,mid,"dragones, heraldo y visión previa",bajo,Necesita prioridad previa de líneas.,V3_implicit_contextual
3495,Olaf,Karma,Fiddlesticks,Kayle,Qiyana,Nautilus,Udyr,Nunu,KSante,Lulu,"El draft aliado mezcla side lane pressure, lane pressure y dive, mientras el rival amenaza con engage y objective control. El draft tiene sentido si todos compran tiempo, bloquean amenazas y permiten que el carry sostenga el daño. La ejecución depende de control de visión.",protect hypercarry,late,peleas tardías con el carry protegido,alto,Vulnerable a dive y pick comp.,V3_implicit_contextual
3496,Pyke,Fizz,Katarina,Gwen,Akshan,Brand,Viktor,Ornn,Taric,Volibear,"El draft tiene sentido si todos compran tiempo, bloquean amenazas y permiten que el carry sostenga el daño. En la práctica, Pyke y Gwen necesitan que Fizz controle los primeros movimientos contra Brand y Volibear. La prioridad debería girar alrededor de peleas tardías con el carry protegido.",protect hypercarry,late,peleas tardías con el carry protegido,bajo,Vulnerable a dive y pick comp.,V3_implicit_contextual
3497,Karthus,MasterYi,Swain,Gwen,Camille,Vayne,Draven,Rumble,Illaoi,Sona,"El draft aliado mezcla dive, early gank y poke, mientras el rival amenaza con bruiser dive y pelea ordenada. No conviene iniciar peleas largas; es mejor buscar una captura previa y luego convertirla en torre, dragón o Nashor. La ejecución depende de rotaciones limpias.",pick composition,mid,visión oscura antes de Nashor,bajo,Requiere visión profunda.,V3_implicit_contextual
3498,Aatrox,Pyke,Kennen,Briar,Zac,Tristana,Taric,Talon,Akshan,Trundle,"El punto clave será que, con Aatrox, Pyke y Kennen frente a Tristana, Taric y Talon, El plan requiere coordinar entradas rápidas, cerrar distancia y castigar carries inmóviles cuando gasten destellos. El foco debe estar en torres exteriores y castigo sobre carries, cuidando frontline disponible.",dive composition,early-mid,torres exteriores y castigo sobre carries,medio,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
